cruise,ship,haul,collection,latitude,longitude,stop_latitude,stop_longitude,time,haulback_time,surface_temp,surface_temp_method,ship_spd_through_water,itis_tsn,scientific_name,subsample_count,subsample_weight,remaining_weight
200807,JD,55,2467,39.0013,-125.9643,38.9865,-125.9341,2008-08-01T04:25:00Z,2008-08-01T04:55:00Z,15.6,"TSG            ",NaN,170289,Brama japonica,4,5.91,NaN
200807,JD,55,2467,39.0013,-125.9643,38.9865,-125.9341,2008-08-01T04:25:00Z,2008-08-01T04:55:00Z,15.6,"TSG            ",NaN,172412,Scomber japonicus,3,0.442,NaN
200807,JD,55,2467,39.0013,-125.9643,38.9865,-125.9341,2008-08-01T04:25:00Z,2008-08-01T04:55:00Z,15.6,"TSG            ",NaN,172580,Tetragonurus cuvieri,2,0.516,NaN
200807,JD,55,2467,39.0013,-125.9643,38.9865,-125.9341,2008-08-01T04:25:00Z,2008-08-01T04:55:00Z,15.6,"TSG            ",NaN,623871,Symbolophorus californiensis,NaN,3.406,NaN
200807,JD,56,2468,39.0203,-126.5456,39.0,-126.5203,2008-08-01T10:30:00Z,2008-08-01T11:00:00Z,16.9,"TSG            ",NaN,82401,Abraliopsis felis,NaN,0.191,NaN
200807,JD,56,2468,39.0203,-126.5456,39.0,-126.5203,2008-08-01T10:30:00Z,2008-08-01T11:00:00Z,16.9,"TSG            ",NaN,623871,Symbolophorus californiensis,NaN,0.0535,NaN
200807,JD,57,2469,37.754,-126.5285,37.7215,-126.5233,2008-08-02T04:30:00Z,2008-08-02T05:00:00Z,17.4,"TSG            ",NaN,82401,Abraliopsis felis,NaN,0.0585,NaN
200807,JD,57,2469,37.754,-126.5285,37.7215,-126.5233,2008-08-02T04:30:00Z,2008-08-02T05:00:00Z,17.4,"TSG            ",NaN,82418,Gonatus,1,0.004,NaN
200807,JD,57,2469,37.754,-126.5285,37.7215,-126.5233,2008-08-02T04:30:00Z,2008-08-02T05:00:00Z,17.4,"TSG            ",NaN,82442,Onychoteuthis borealijaponicus,5,0.154,NaN
200807,JD,57,2469,37.754,-126.5285,37.7215,-126.5233,2008-08-02T04:30:00Z,2008-08-02T05:00:00Z,17.4,"TSG            ",NaN,82538,Dosidicus gigas,1,8.64,NaN
200807,JD,57,2469,37.754,-126.5285,37.7215,-126.5233,2008-08-02T04:30:00Z,2008-08-02T05:00:00Z,17.4,"TSG            ",NaN,162583,Diaphus spp.,NaN,0.01,NaN
200807,JD,57,2469,37.754,-126.5285,37.7215,-126.5233,2008-08-02T04:30:00Z,2008-08-02T05:00:00Z,17.4,"TSG            ",NaN,623871,Symbolophorus californiensis,NaN,0.7665,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,82367,Teuthida,NaN,1.81,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,82417,Gonatopsis borealis,16,0.9685,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,82442,Onychoteuthis borealijaponicus,3,0.509,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,82578,Cranchia scabra,2,0.114,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,160424,Prionace glauca,1,5.0,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,162463,Paralepididae,10,0.006,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,162575,Myctophidae,NaN,2.194,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,168586,Trachurus symmetricus,5,5.91,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,170289,Brama japonica,6,8.18,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,172580,Tetragonurus cuvieri,11,3.18,NaN
200807,JD,58,2470,37.4006,-126.3421,37.3716,-126.3386,2008-08-02T10:25:00Z,2008-08-02T10:55:00Z,15.4,"TSG            ",NaN,623625,Lipolagus (Bathylagus) ochotensis,NaN,0.0145,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,51700,Aurelia,NaN,17.73,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,82367,Teuthida,NaN,1.247,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,82415,Gonatopsis sp,13,1.135,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,82538,Dosidicus gigas,NaN,11.36,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,161729,Sardinops sagax,3,0.388,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,162575,Myctophidae,NaN,0.352,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,168586,Trachurus symmetricus,23,16.82,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,171663,Icosteus aenigmaticus,1,24.09,NaN
200807,JD,59,2471,37.8726,-124.6331,37.8435,-124.6176,2008-08-03T05:39:00Z,2008-08-03T06:10:00Z,14.1,"TSG            ",NaN,172580,Tetragonurus cuvieri,1,0.282,NaN
200807,JD,60,2472,37.8233,-124.5208,37.791,-124.4981,2008-08-03T07:55:00Z,2008-08-03T08:25:00Z,13.3,"TSG            ",NaN,51700,Aurelia,NaN,58.81,NaN
200807,JD,60,2472,37.8233,-124.5208,37.791,-124.4981,2008-08-03T07:55:00Z,2008-08-03T08:25:00Z,13.3,"TSG            ",NaN,82367,Teuthida,NaN,3.184,NaN
200807,JD,60,2472,37.8233,-124.5208,37.791,-124.4981,2008-08-03T07:55:00Z,2008-08-03T08:25:00Z,13.3,"TSG            ",NaN,82538,Dosidicus gigas,1,9.09,NaN
200807,JD,60,2472,37.8233,-124.5208,37.791,-124.4981,2008-08-03T07:55:00Z,2008-08-03T08:25:00Z,13.3,"TSG            ",NaN,162575,Myctophidae,NaN,1.877,NaN
200807,JD,60,2472,37.8233,-124.5208,37.791,-124.4981,2008-08-03T07:55:00Z,2008-08-03T08:25:00Z,13.3,"TSG            ",NaN,168586,Trachurus symmetricus,51,44.09,NaN
200807,JD,60,2472,37.8233,-124.5208,37.791,-124.4981,2008-08-03T07:55:00Z,2008-08-03T08:25:00Z,13.3,"TSG            ",NaN,172412,Scomber japonicus,5,1.606,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,51700,Aurelia,NaN,53.1,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,82367,Teuthida,NaN,3.854,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,82538,Dosidicus gigas,NaN,13.18,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,162575,Myctophidae,NaN,5.431,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,168586,Trachurus symmetricus,NaN,79.55,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,172412,Scomber japonicus,1,0.267,NaN
200807,JD,61,2473,37.7788,-124.3843,37.7491,-124.3668,2008-08-03T10:35:00Z,2008-08-03T11:05:00Z,12.9,"TSG            ",NaN,180403,Cetacea,1,20.0,NaN
200807,JD,62,2475,37.322,-124.1751,37.2965,-124.1603,2008-08-06T07:05:00Z,2008-08-06T07:35:00Z,14.7,"TSG            ",NaN,51483,Scyphozoa,NaN,7.3,NaN
200807,JD,62,2475,37.322,-124.1751,37.2965,-124.1603,2008-08-06T07:05:00Z,2008-08-06T07:35:00Z,14.7,"TSG            ",NaN,82367,Teuthida,NaN,6.2,NaN
200807,JD,62,2475,37.322,-124.1751,37.2965,-124.1603,2008-08-06T07:05:00Z,2008-08-06T07:35:00Z,14.7,"TSG            ",NaN,82538,Dosidicus gigas,NaN,16.0,NaN
200807,JD,62,2475,37.322,-124.1751,37.2965,-124.1603,2008-08-06T07:05:00Z,2008-08-06T07:35:00Z,14.7,"TSG            ",NaN,162575,Myctophidae,NaN,7.4,NaN
200807,JD,62,2475,37.322,-124.1751,37.2965,-124.1603,2008-08-06T07:05:00Z,2008-08-06T07:35:00Z,14.7,"TSG            ",NaN,168586,Trachurus symmetricus,15,11.1,NaN
200807,JD,63,2476,37.2325,-124.3986,37.2086,-124.3706,2008-08-07T11:53:00Z,2008-08-07T12:23:00Z,13.7,"TSG            ",NaN,51700,Aurelia,NaN,86.0,NaN
200807,JD,63,2476,37.2325,-124.3986,37.2086,-124.3706,2008-08-07T11:53:00Z,2008-08-07T12:23:00Z,13.7,"TSG            ",NaN,82401,Abraliopsis felis,NaN,0.2,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,51483,Scyphozoa,NaN,0.5,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,82367,Teuthida,NaN,1.9,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,82538,Dosidicus gigas,1,3.5,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,161030,Osteichthyes,5,0.004,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,161624,Nemichthys scolopaceus,1,0.0035,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,162463,Paralepididae,2,0.0025,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,162575,Myctophidae,NaN,1.5,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,168586,Trachurus symmetricus,3,0.007,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,172580,Tetragonurus cuvieri,4,0.6,NaN
200807,JD,64,2477,36.4351,-125.6508,36.3946,-125.6213,2008-08-08T03:50:00Z,2008-08-08T04:19:00Z,16.9,"TSG            ",NaN,636187,Thalassenchelys coheni,1,0.04,NaN
200807,JD,65,2478,36.1075,-125.3871,36.0846,-125.366,2008-08-08T07:21:00Z,2008-08-08T07:51:00Z,17.5,"TSG            ",NaN,82401,Abraliopsis felis,NaN,0.5,NaN
200807,JD,65,2478,36.1075,-125.3871,36.0846,-125.366,2008-08-08T07:21:00Z,2008-08-08T07:51:00Z,17.5,"TSG            ",NaN,95496,Euphausiacea,NaN,0.001,NaN
200807,JD,65,2478,36.1075,-125.3871,36.0846,-125.366,2008-08-08T07:21:00Z,2008-08-08T07:51:00Z,17.5,"TSG            ",NaN,159643,Salpida,NaN,2.0,NaN
200807,JD,65,2478,36.1075,-125.3871,36.0846,-125.366,2008-08-08T07:21:00Z,2008-08-08T07:51:00Z,17.5,"TSG            ",NaN,162575,Myctophidae,NaN,1.8,NaN
200807,JD,65,2478,36.1075,-125.3871,36.0846,-125.366,2008-08-08T07:21:00Z,2008-08-08T07:51:00Z,17.5,"TSG            ",NaN,168586,Trachurus symmetricus,7,0.02,NaN
200807,JD,65,2478,36.1075,-125.3871,36.0846,-125.366,2008-08-08T07:21:00Z,2008-08-08T07:51:00Z,17.5,"TSG            ",NaN,172580,Tetragonurus cuvieri,1,0.051,NaN
200807,JD,66,2479,36.0871,-125.2181,36.0661,-125.206,2008-08-08T11:22:00Z,2008-08-08T11:52:00Z,16.5,"TSG            ",NaN,82367,Teuthida,NaN,0.2,NaN
200807,JD,66,2479,36.0871,-125.2181,36.0661,-125.206,2008-08-08T11:22:00Z,2008-08-08T11:52:00Z,16.5,"TSG            ",NaN,162575,Myctophidae,NaN,0.4,NaN
200807,JD,66,2479,36.0871,-125.2181,36.0661,-125.206,2008-08-08T11:22:00Z,2008-08-08T11:52:00Z,16.5,"TSG            ",NaN,168586,Trachurus symmetricus,4,0.004,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,51483,Scyphozoa,NaN,11.0,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,82367,Teuthida,NaN,0.7,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,82538,Dosidicus gigas,NaN,77.0,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,159643,Salpida,NaN,0.5,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,162575,Myctophidae,NaN,2.0,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,168586,Trachurus symmetricus,33,48.4,NaN
200807,JD,67,2480,36.846,-123.5631,36.8226,-123.5581,2008-08-09T03:40:00Z,2008-08-09T04:10:00Z,15.4,"TSG            ",NaN,173414,Mola mola,NaN,90.0,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,51483,Scyphozoa,NaN,25.0,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,82367,Teuthida,NaN,0.7,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,161729,Sardinops sagax,2,0.174,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,162053,Allosmerus elongatus,2,0.0083,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,162575,Myctophidae,NaN,1.5,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,168586,Trachurus symmetricus,6,2.2,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,172412,Scomber japonicus,8,2.0,NaN
200807,JD,68,2481,37.0545,-123.1285,37.0318,-123.1111,2008-08-09T10:41:00Z,2008-08-09T11:11:00Z,13.1,"TSG            ",NaN,180403,Cetacea,17,900.0,NaN
200807,JD,69,2482,37.067,-122.4848,37.0481,-122.4666,2008-08-14T04:03:00Z,2008-08-14T04:33:00Z,13.1,"TSG            ",NaN,51483,Scyphozoa,NaN,100.0,NaN
200807,JD,69,2482,37.067,-122.4848,37.0481,-122.4666,2008-08-14T04:03:00Z,2008-08-14T04:33:00Z,13.1,"TSG            ",NaN,82371,Doryteuthis (Loligo) opalescens,NaN,45.5,NaN
200807,JD,69,2482,37.067,-122.4848,37.0481,-122.4666,2008-08-14T04:03:00Z,2008-08-14T04:33:00Z,13.1,"TSG            ",NaN,161729,Sardinops sagax,50,2.1735,1.8
200807,JD,69,2482,37.067,-122.4848,37.0481,-122.4666,2008-08-14T04:03:00Z,2008-08-14T04:33:00Z,13.1,"TSG            ",NaN,161828,Engraulis mordax,50,1.3715,3.2
200807,JD,69,2482,37.067,-122.4848,37.0481,-122.4666,2008-08-14T04:03:00Z,2008-08-14T04:33:00Z,13.1,"TSG            ",NaN,172510,Icichthys lockingtoni,1,0.01,NaN
200807,JD,69,2482,37.067,-122.4848,37.0481,-122.4666,2008-08-14T04:03:00Z,2008-08-14T04:33:00Z,13.1,"TSG            ",NaN,180403,Cetacea,9,90.0,NaN
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,161702,Alosa sapidissima,8,4.1,NaN
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,161729,Sardinops sagax,50,5.3845,305.7
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,161828,Engraulis mordax,50,0.848,34.3
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,164792,Merluccius productus,NaN,0.15,NaN
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,166705,Sebastes,4,0.12,NaN
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,167108,Hexagrammidae,1,0.004,NaN
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,172412,Scomber japonicus,9,2.8,NaN
200807,JD,1,2413,44.9698,-124.3143,45.0033,-124.3233,2008-07-05T05:32:00Z,2008-07-05T06:02:00Z,15.5,"TSG            ",NaN,172871,Lyopsetta exilis,5,0.2075,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,161702,Alosa sapidissima,1,0.5,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,161729,Sardinops sagax,20,2.872,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,161976,Oncorhynchus keta,2,1.004,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,161977,Oncorhynchus kisutch,28,56.559,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,161980,Oncorhynchus tshawytscha,13,25.944,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,162051,Thaleichthys pacificus,1,0.059,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,166705,Sebastes,3,0.0065,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,168586,Trachurus symmetricus,2,4.2,NaN
200807,JD,2,2414,48.2301,-124.9801,48.263,-124.9943,2008-07-06T04:29:00Z,2008-07-06T04:59:00Z,12.8,"TSG            ",NaN,172862,Atheresthes stomias,1,1.7,NaN
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,160617,Squalus acanthias,125,256.3,596.7
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,161702,Alosa sapidissima,1,0.356,NaN
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,161729,Sardinops sagax,42,4.8805,NaN
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,161977,Oncorhynchus kisutch,44,105.0,NaN
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,161979,Oncorhynchus nerka,1,0.015,NaN
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,161980,Oncorhynchus tshawytscha,72,107.75,NaN
200807,JD,3,2415,48.4145,-125.3431,48.4225,-125.3881,2008-07-06T10:27:00Z,2008-07-06T10:57:00Z,12.5,"TSG            ",NaN,166705,Sebastes,3,0.007,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,53856,Ctenophora,NaN,0.96,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,82401,Abraliopsis felis,2,0.0035,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,82417,Gonatopsis borealis,NaN,1.171,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,161030,Osteichthyes,1,0.0235,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,162463,Paralepididae,18,0.0495,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,162583,Diaphus spp.,NaN,0.9835,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,162673,Tarletonbeania crenularis,NaN,0.48,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,166705,Sebastes,1,5.0E-4,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,171345,Anarrhichtys ocellatus,1,0.002,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,623625,Lipolagus (Bathylagus) ochotensis,NaN,0.5935,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,623871,Symbolophorus californiensis,2,0.0245,NaN
200807,JD,4,2416,48.2743,-127.8373,48.2685,-127.7971,2008-07-07T05:51:00Z,2008-07-07T06:21:00Z,13.1,"TSG            ",NaN,636187,Thalassenchelys coheni,3,0.154,NaN
200807,JD,5,2417,47.7933,-127.6021,47.7848,-127.5591,2008-07-07T10:29:00Z,2008-07-07T10:59:00Z,13.3,"TSG            ",NaN,53856,Ctenophora,NaN,2.6,NaN
200807,JD,5,2417,47.7933,-127.6021,47.7848,-127.5591,2008-07-07T10:29:00Z,2008-07-07T10:59:00Z,13.3,"TSG            ",NaN,82442,Onychoteuthis borealijaponicus,5,0.9,NaN
200807,JD,5,2417,47.7933,-127.6021,47.7848,-127.5591,2008-07-07T10:29:00Z,2008-07-07T10:59:00Z,13.3,"TSG            ",NaN,162463,Paralepididae,14,22.5,NaN
200807,JD,5,2417,47.7933,-127.6021,47.7848,-127.5591,2008-07-07T10:29:00Z,2008-07-07T10:59:00Z,13.3,"TSG            ",NaN,162673,Tarletonbeania crenularis,NaN,7.15,NaN
200807,JD,5,2417,47.7933,-127.6021,47.7848,-127.5591,2008-07-07T10:29:00Z,2008-07-07T10:59:00Z,13.3,"TSG            ",NaN,166705,Sebastes,8,0.01,NaN
200807,JD,5,2417,47.7933,-127.6021,47.7848,-127.5591,2008-07-07T10:29:00Z,2008-07-07T10:59:00Z,13.3,"TSG            ",NaN,636187,Thalassenchelys coheni,1,0.115,NaN
200807,JD,6,2418,47.728,-125.5426,47.7076,-125.5063,2008-07-08T03:32:00Z,2008-07-08T04:02:00Z,14.0,"TSG            ",NaN,53856,Ctenophora,NaN,2.1,NaN
200807,JD,6,2418,47.728,-125.5426,47.7076,-125.5063,2008-07-08T03:32:00Z,2008-07-08T04:02:00Z,14.0,"TSG            ",NaN,159910,Lamna ditropis,1,50.0,NaN
200807,JD,6,2418,47.728,-125.5426,47.7076,-125.5063,2008-07-08T03:32:00Z,2008-07-08T04:02:00Z,14.0,"TSG            ",NaN,162463,Paralepididae,21,0.0235,NaN
